"ID","Rating"
893,4
894,4
895,1
896,3
897,1
898,4
899,4
900,3
901,4
902,3
903,3
904,2
905,4
906,3
907,4
908,4
909,5
910,3
911,3
912,2
913,5
914,5
915,5
916,3
917,4
918,4
919,4
920,5
921,5
922,5
923,3
924,3
925,4
926,3
927,1
928,2
929,4
930,5
931,3
932,4
933,5
934,1
935,3
936,1
937,3
938,4
939,3
940,4
941,1
942,5
943,5
944,5
945,4
946,1
947,3
948,5
949,3
950,4
951,5
952,4
953,2
954,5
955,3
956,2
957,2
958,4
959,2
960,5
961,2
962,1
963,5
964,4
965,2
966,2
967,3
968,5
969,4
970,2
971,4
972,4
973,1
974,4
975,1
976,4
977,3
978,4
979,4
980,4
981,4
982,3
983,4
984,4
985,4
986,5
987,4
988,2
989,3
990,3
991,2
992,5
993,5
994,4
995,1
996,1
997,5
998,4
999,5
1000,5
1001,4
1002,3
1003,2
1004,3
1005,3
1006,4
1007,4
1008,3
1009,2
1010,5
1011,5
1012,3
1013,4
1014,2
1015,3
1016,4
1017,4
1018,4
1019,3
1020,3
1021,5
1022,5
1023,3
1024,5
1025,3
1026,4
1027,5
1028,4
1029,5
1030,5
1031,2
1032,4
1033,3
1034,5
1035,2
1036,4
1037,4
1038,3
1039,5
1040,2
1041,3
1042,4
1043,5
1044,4
1045,5
1046,1
1047,4
1048,4
1049,3
1050,5
1051,4
1052,4
1053,3
1054,1
1055,4
1056,4
1057,5
1058,5
1059,4
1060,5
1061,3
1062,5
1063,5
1064,2
1065,4
1066,4
1067,5
1068,3
1069,4
1070,3
1071,3
1072,3
1073,3
1074,4
1075,3
1076,5
1077,4
1078,3
1079,3
1080,4
1081,5
1082,3
1083,4
1084,5
1085,4
1086,3
1087,3
1088,5
1089,5
1090,4
1091,4
1092,3
1093,3
1094,5
1095,4
1096,2
1097,2
1098,3
1099,4
1100,5
1101,2
1102,5
1103,4
1104,4
1105,5
1106,4
1107,2
1108,3
1109,4
1110,5
1111,5
1112,4
1113,5
1114,3
1115,3
1116,3
1117,2
1118,4
1119,3
1120,4
1121,3
1122,4
1123,4
1124,4
1125,5
1126,2
1127,3
1128,1
1129,4
1130,5
1131,5
1132,2
1133,4
1134,4
1135,3
1136,3
1137,3
1138,2
1139,3
1140,1
1141,2
1142,1
1143,4
1144,4
1145,5
1146,3
1147,4
1148,2
1149,2
1150,2
1151,4
1152,5
1153,5
1154,4
1155,5
1156,5
1157,4
1158,2
1159,3
1160,5
1161,5
1162,4
1163,4
1164,4
1165,3
1166,3
1167,5
1168,5
1169,4
1170,5
1171,2
1172,5
1173,3
1174,5
1175,4
1176,2
1177,2
1178,3
1179,3
1180,4
1181,1
1182,3
1183,5
1184,3
1185,3
1186,2
1187,3
1188,3
1189,2
1190,5
1191,4
1192,3
1193,4
1194,4
1195,3
1196,3
1197,5
1198,3
1199,3
1200,5
1201,4
1202,4
1203,3
1204,3
1205,5
1206,1
1207,4
1208,4
1209,3
1210,5
1211,3
1212,3
1213,5
1214,4
1215,3
1216,2
1217,2
1218,4
1219,4
1220,5
1221,5
1222,5
1223,2
1224,4
1225,5
1226,2
1227,4
1228,2
1229,4
1230,3
1231,4
1232,5
1233,5
1234,4
1235,3
1236,4
1237,3
1238,4
1239,4
1240,4
1241,4
1242,3
1243,5
1244,4
1245,3
1246,4
1247,3
1248,3
1249,2
1250,5
1251,1
1252,3
1253,3
1254,4
1255,5
1256,5
1257,4
1258,2
1259,4
1260,3
1261,4
1262,3
1263,5
1264,4
1265,2
1266,5
1267,3
1268,5
1269,5
1270,5
1271,4
1272,1
1273,3
1274,5
1275,4
1276,4
1277,2
1278,4
1279,4
1280,4
1281,1
1282,5
1283,3
1284,3
1285,2
1286,4
1287,4
1288,5
1289,3
1290,4
1291,4
1292,2
1293,3
1294,4
1295,3
1296,5
1297,3
1298,2
1299,5
1300,3
1301,3
1302,4
1303,3
1304,5
1305,4
1306,1
1307,5
1308,4
1309,3
1310,4
1311,2
1312,4
1313,5
1314,4
1315,2
1316,2
1317,5
1318,5
1319,4
1320,1
1321,3
1322,4
1323,3
1324,4
1325,5
1326,5
1327,5
1328,3
1329,4
1330,2
1331,3
1332,4
1333,5
1334,3
1335,4
1336,4
1337,1
1338,1
1339,4
1340,3
1341,3
1342,4
1343,5
1344,5
1345,2
1346,5
1347,5
1348,1
1349,1
1350,3
1351,4
1352,2
1353,4
1354,4
1355,2
1356,2
1357,4
1358,3
1359,4
1360,5
1361,4
1362,4
1363,1
1364,4
1365,4
1366,4
1367,4
1368,2
1369,2
1370,5
1371,1
1372,4
1373,2
1374,2
1375,5
1376,4
1377,3
1378,2
1379,4
1380,4
1381,4
1382,3
1383,3
1384,4
1385,4
1386,3
1387,3
1388,3
1389,4
1390,4
1391,4
1392,5
1393,4
1394,4
1395,4
1396,4
1397,4
1398,3
1399,4
1400,4
1401,4
1402,3
1403,5
1404,5
1405,3
1406,4
1407,4
1408,3
1409,3
1410,3
1411,5
1412,2
1413,5
1414,4
1415,4
1416,3
1417,5
1418,3
1419,4
1420,3
1421,4
1422,4
1423,4
1424,5
1425,3
1426,4
1427,1
1428,4
1429,4
1430,3
1431,4
1432,3
1433,3
1434,4
1435,4
1436,5
1437,4
1438,4
1439,5
1440,5
1441,4
1442,3
1443,5
1444,5
1445,3
1446,4
1447,4
1448,5
1449,3
1450,2
1451,5
1452,5
1453,3
1454,4
1455,2
1456,5
1457,4
1458,3
1459,4
1460,2
1461,3
1462,4
1463,3
1464,5
1465,4
1466,5
1467,3
1468,4
1469,3
1470,4
1471,3
1472,3
1473,3
1474,3
1475,4
1476,5
1477,2
1478,3
1479,4
1480,3
1481,3
1482,2
1483,5
1484,1
1485,3
1486,3
1487,3
1488,5
1489,5
1490,4
1491,3
1492,2
1493,3
1494,3
1495,5
1496,4
1497,4
1498,4
1499,4
1500,2
1501,3
1502,5
1503,5
1504,4
1505,3
1506,5
1507,4
1508,1
1509,4
1510,3
1511,5
1512,3
1513,3
1514,5
1515,5
1516,4
1517,3
1518,4
1519,4
1520,4
1521,4
1522,3
1523,3
1524,4
1525,4
1526,4
1527,4
1528,5
1529,5
1530,4
1531,4
1532,5
1533,4
1534,2
1535,5
1536,4
1537,3
1538,3
1539,2
1540,1
1541,2
1542,3
1543,3
1544,3
1545,4
1546,2
1547,3
1548,4
1549,3
1550,4
1551,3
1552,3
1553,3
1554,4
1555,1
1556,5
1557,5
1558,2
1559,5
1560,4
1561,5
1562,5
1563,4
1564,3
1565,3
1566,3
1567,3
1568,3
1569,2
1570,3
1571,3
1572,5
1573,4
1574,3
1575,1
1576,4
1577,5
1578,4
1579,5
1580,4
1581,3
1582,3
1583,5
1584,2
1585,3
1586,5
1587,2
1588,3
1589,3
1590,3
1591,2
1592,4
1593,2
1594,4
1595,4
1596,4
1597,5
1598,3
1599,4
1600,4
1601,4
1602,4
1603,3
1604,3
1605,5
1606,4
1607,2
1608,5
1609,3
1610,4
1611,1
1612,2
1613,3
1614,5
1615,5
1616,2
1617,5
1618,4
1619,3
1620,4
1621,4
1622,3
1623,5
1624,3
1625,2
1626,5
1627,5
1628,3
1629,2
1630,2
1631,2
1632,5
1633,3
1634,2
1635,2
1636,1
1637,5
1638,5
1639,5
1640,4
1641,3
1642,4
1643,3
1644,4
1645,4
1646,3
1647,1
1648,3
1649,3
1650,5
1651,4
1652,5
1653,4
1654,4
1655,4
1656,2
1657,2
1658,3
1659,4
1660,1
1661,4
1662,5
1663,4
1664,4
1665,5
1666,4
1667,4
1668,4
1669,2
1670,2
1671,5
1672,3
1673,5
1674,4
1675,4
1676,3
1677,2
1678,3
1679,5
1680,5
1681,3
1682,1
1683,4
1684,5
1685,4
1686,4
1687,4
1688,3
1689,5
1690,5
1691,3
1692,5
1693,4
1694,2
1695,4
1696,4
1697,2
1698,3
1699,1
1700,4
1701,2
1702,3
1703,4
1704,3
1705,1
1706,4
1707,4
1708,4
1709,4
1710,4
1711,4
1712,1
1713,2
1714,4
1715,2
1716,2
1717,2
1718,3
1719,5
1720,1
1721,2
1722,2
1723,4
1724,4
1725,5
1726,3
1727,4
1728,2
1729,5
1730,4
1731,2
1732,3
1733,3
1734,2
1735,1
1736,4
1737,3
1738,5
1739,5
1740,4
1741,2
1742,5
1743,4
1744,3
1745,5
1746,3
1747,4
1748,4
1749,5
1750,4
1751,5
1752,5
1753,4
1754,3
1755,4
1756,4
1757,2
1758,1
1759,5
1760,4
1761,5
1762,4
1763,1
1764,3
1765,4
1766,4
1767,2
1768,3
1769,1
1770,3
1771,2
1772,3
1773,2
1774,3
1775,3
1776,4
1777,4
1778,3
1779,5
1780,4
1781,5
1782,5
1783,5
1784,4
1785,4
1786,3
1787,1
1788,2
1789,4
1790,4
1791,5
1792,2
1793,4
1794,5
1795,5
1796,3
1797,1
1798,5
1799,4
1800,5
1801,2
1802,5
1803,3
1804,1
1805,4
1806,3
1807,4
1808,4
1809,5
1810,5
1811,3
1812,4
1813,4
1814,5
1815,3
1816,4
1817,2
1818,2
1819,3
1820,4
1821,4
1822,5
1823,4
1824,5
1825,3
1826,3
1827,4
1828,3
1829,4
1830,5
1831,4
1832,3
1833,5
1834,2
1835,3
1836,4
1837,3
1838,3
1839,5
1840,4
1841,4
1842,3
1843,4
1844,5
1845,3
1846,1
1847,4
1848,3
1849,5
1850,3
1851,3
1852,4
1853,4
1854,5
1855,3
1856,1
1857,3
1858,4
1859,5
1860,5
1861,4
1862,4
1863,5
1864,4
1865,4
1866,4
1867,4
1868,5
1869,4
1870,5
1871,4
1872,4
1873,3
1874,4
1875,5
1876,4
1877,4
1878,4
1879,3
1880,2
1881,3
1882,5
1883,3
1884,1
1885,5
1886,3
1887,3
1888,5
1889,5
1890,3
1891,4
1892,4
1893,5
1894,2
1895,5
1896,2
1897,2
1898,1
1899,3
1900,2
1901,5
1902,5
1903,4
1904,3
1905,4
1906,4
1907,3
1908,5
1909,4
1910,5
1911,4
1912,5
1913,4
1914,4
1915,3
1916,2
1917,4
1918,1
1919,3
1920,5
1921,4
1922,3
1923,5
1924,5
1925,5
1926,2
1927,4
1928,1
1929,5
1930,2
1931,3
1932,2
1933,1
1934,3
1935,4
1936,3
1937,5
1938,2
1939,4
1940,4
1941,1
1942,4
1943,4
1944,5
1945,2
1946,2
1947,4
1948,5
1949,5
1950,4
1951,5
1952,4
1953,3
1954,3
1955,4
1956,3
1957,5
1958,4
1959,3
1960,5
1961,3
1962,3
1963,3
1964,4
1965,4
1966,4
1967,3
1968,5
1969,3
1970,4
1971,5
1972,4
1973,3
1974,1
1975,5
1976,5
1977,3
1978,4
1979,4
1980,4
1981,1
1982,4
1983,5
1984,5
1985,3
1986,4
1987,3
1988,3
1989,2
1990,5
1991,2
1992,2
1993,3
1994,5
1995,5
1996,4
1997,2
1998,4
1999,5
2000,5
2001,4
2002,4
2003,5
2004,5
2005,5
2006,1
2007,3
2008,3
2009,3
2010,3
2011,3
2012,5
2013,1
2014,3
2015,4
2016,3
2017,2
2018,5
2019,4
2020,5
2021,5
2022,2
2023,4
2024,5
2025,5
2026,3
2027,2
2028,3
2029,4
2030,5
2031,3
2032,3
2033,3
2034,3
2035,4
2036,4
2037,5
2038,2
2039,3
2040,1
2041,5
2042,4
2043,3
2044,4
2045,5
2046,3
2047,4
2048,3
2049,4
2050,4
2051,4
2052,5
2053,4
2054,3
2055,3
2056,5
2057,4
2058,2
2059,4
2060,4
2061,4
2062,2
2063,3
2064,4
2065,4
2066,2
2067,5
2068,2
2069,3
2070,1
2071,4
2072,4
2073,4
2074,5
2075,4
2076,4
2077,3
2078,3
2079,4
2080,4
2081,5
2082,4
2083,1
2084,5
2085,2
2086,5
2087,2
2088,1
2089,2
2090,2
2091,4
2092,2
2093,4
2094,3
2095,3
2096,5
2097,2
2098,4
2099,2
2100,4
2101,4
2102,5
2103,4
2104,3
2105,5
2106,3
2107,4
2108,5
2109,3
2110,2
2111,3
2112,4
2113,5
2114,4
2115,3
2116,4
2117,4
2118,2
2119,4
2120,4
2121,5
2122,2
2123,5
2124,2
2125,5
2126,3
2127,5
2128,3
2129,3
2130,4
2131,4
2132,2
2133,3
2134,3
2135,4
2136,3
2137,5
2138,3
2139,1
2140,3
2141,4
2142,3
2143,3
2144,5
2145,5
2146,2
2147,4
2148,5
2149,4
2150,4
2151,2
2152,4
2153,3
2154,2
2155,2
2156,3
2157,4
2158,3
2159,4
2160,3
2161,3
2162,4
2163,3
2164,3
2165,4
2166,3
2167,5
2168,3
2169,3
2170,3
2171,5
2172,4
2173,4
2174,3
2175,2
2176,5
2177,5
2178,4
2179,4
2180,2
2181,4
2182,4
2183,3
2184,5
2185,5
2186,4
2187,2
2188,5
2189,4
2190,4
2191,3
2192,4
2193,5
2194,3
2195,2
2196,2
2197,5
2198,5
2199,3
2200,3
2201,4
2202,5
2203,5
2204,4
2205,5
2206,3
2207,5
2208,3
2209,4
2210,5
2211,3
2212,3
2213,4
2214,4
2215,3
2216,4
2217,1
2218,4
2219,4
2220,3
2221,4
2222,4
2223,4
2224,2
2225,4
2226,2
2227,5
2228,4
2229,1
2230,4
2231,5
2232,4
2233,2
2234,4
2235,3
2236,3
2237,5
2238,3
2239,3
2240,5
2241,4
2242,4
2243,3
2244,1
2245,5
2246,4
2247,5
2248,5
2249,2
2250,4
2251,3
2252,3
2253,4
2254,3
2255,5
2256,3
2257,5
2258,3
2259,3
2260,4
2261,4
2262,3
2263,2
2264,3
2265,5
2266,3
2267,2
2268,5
2269,4
2270,3
2271,5
2272,4
2273,1
2274,5
2275,5
2276,4
2277,4
2278,5
2279,4
2280,4
2281,5
2282,5
2283,4
2284,3
2285,3
2286,2
2287,4
2288,2
2289,4
2290,5
2291,3
2292,5
2293,4
2294,1
2295,4
2296,4
2297,4
2298,5
2299,5
2300,2
2301,2
2302,4
2303,3
2304,4
2305,2
2306,4
2307,5
2308,3
2309,3
2310,2
2311,2
2312,4
2313,1
2314,4
2315,2
2316,5
2317,4
2318,3
2319,4
2320,4
2321,5
2322,5
2323,3
2324,1
2325,2
2326,2
2327,3
2328,5
2329,1
2330,2
2331,4
2332,2
2333,2
2334,4
2335,4
2336,5
2337,4
2338,4
2339,1
2340,4
2341,5
2342,3
2343,2
2344,5
2345,4
2346,4
2347,1
2348,4
2349,4
2350,4
2351,2
2352,4
2353,5
2354,4
2355,5
2356,4
2357,2
2358,4
2359,3
2360,2
2361,4
2362,3
2363,4
2364,3
2365,3
2366,5
2367,2
2368,3
2369,4
2370,3
2371,3
2372,3
2373,5
2374,4
2375,3
2376,4
2377,2
2378,4
2379,4
2380,5
2381,3
2382,5
2383,4
2384,1
2385,5
2386,3
2387,5
2388,4
2389,2
2390,4
2391,5
2392,4
2393,5
2394,4
2395,3
2396,4
2397,1
2398,2
2399,3
2400,4
2401,5
2402,2
2403,1
2404,5
2405,5
2406,5
2407,3
2408,3
2409,3
2410,4
2411,4
2412,3
2413,1
2414,1
2415,3
2416,5
2417,5
2418,5
2419,4
2420,1
2421,1
2422,3
2423,4
2424,3
2425,4
2426,3
2427,3
2428,5
2429,5
2430,2
2431,4
2432,4
2433,3
2434,5
2435,4
2436,4
2437,2
2438,4
2439,4
2440,4
2441,5
2442,4
2443,4
2444,4
2445,4
2446,3
2447,4
2448,4
2449,3
2450,4
2451,4
2452,1
2453,4
2454,3
2455,4
2456,5
2457,4
2458,4
2459,4
2460,3
2461,3
2462,5
2463,5
2464,3
2465,4
2466,4
2467,5
2468,3
2469,5
2470,3
2471,4
2472,5
2473,5
2474,4
2475,1
2476,5
2477,4
2478,3
2479,5
2480,4
2481,5
2482,3
2483,5
2484,4
2485,4
2486,1
2487,4
2488,4
2489,4
2490,4
2491,5
2492,4
2493,3
2494,5
2495,4
2496,1
2497,5
2498,5
2499,5
2500,3
2501,5
2502,3
2503,5
2504,4
2505,4
2506,5
2507,2
2508,5
2509,5
2510,3
2511,4
2512,5
2513,3
2514,4
2515,4
2516,4
2517,5
2518,3
2519,5
2520,3
2521,5
2522,4
2523,3
2524,1
2525,5
2526,5
2527,1
2528,4
2529,2
2530,4
2531,3
2532,2
2533,2
2534,3
2535,4
2536,3
2537,2
2538,4
2539,2
2540,4
2541,4
2542,3
2543,4
2544,5
2545,2
2546,5
2547,3
2548,5
2549,4
2550,4
2551,3
2552,4
2553,2
2554,3
2555,5
2556,5
2557,4
2558,3
2559,4
2560,3
2561,3
2562,4
2563,4
2564,2
2565,4
2566,3
2567,4
2568,4
2569,2
2570,4
2571,1
2572,4
2573,4
2574,1
2575,2
2576,5
2577,4
2578,4
2579,5
2580,3
2581,4
2582,3
2583,4
2584,4
2585,5
2586,4
2587,5
2588,4
2589,2
2590,4
2591,4
2592,3
2593,4
2594,3
2595,1
2596,5
2597,5
2598,2
2599,2
2600,2
2601,4
2602,2
2603,4
2604,5
2605,4
2606,4
2607,5
2608,4
2609,5
2610,5
2611,4
2612,4
2613,2
2614,3
2615,5
2616,5
2617,4
2618,5
2619,4
2620,2
2621,4
2622,3
2623,4
2624,5
2625,5
2626,3
2627,5
2628,5
2629,4
2630,4
2631,5
2632,3
2633,3
2634,5
2635,5
2636,2
2637,4
2638,4
2639,2
2640,4
2641,3
2642,3
2643,2
2644,5
2645,3
2646,2
2647,3
2648,5
2649,4
2650,3
2651,4
2652,5
2653,2
2654,1
2655,3
2656,1
2657,3
2658,4
2659,4
2660,5
2661,5
2662,4
2663,4
2664,3
2665,5
2666,5
2667,3
2668,4
2669,2
2670,4
2671,4
2672,1
2673,3
2674,4
2675,3
2676,4
2677,3
2678,4
2679,3
2680,4
2681,4
2682,3
2683,5
2684,4
2685,3
2686,4
2687,5
2688,4
2689,3
2690,3
2691,4
2692,3
2693,5
2694,5
2695,3
2696,5
2697,4
2698,3
2699,3
2700,5
2701,5
2702,3
2703,3
2704,5
2705,4
2706,5
2707,2
2708,5
2709,5
2710,3
2711,4
2712,5
2713,5
2714,2
2715,5
2716,4
2717,3
2718,3
2719,2
2720,3
2721,4
2722,3
2723,5
2724,3
2725,3
2726,5
2727,4
2728,2
2729,4
2730,4
2731,4
2732,2
2733,3
2734,1
2735,3
2736,4
2737,2
2738,4
2739,4
2740,3
2741,4
2742,3
2743,2
2744,5
2745,2
2746,2
2747,1
2748,4
2749,1
2750,4
2751,4
2752,3
2753,4
2754,5
2755,3
2756,4
2757,5
2758,4
2759,2
2760,4
2761,2
2762,3
2763,4
2764,5
2765,5
2766,5
2767,3
2768,5
2769,5
2770,4
2771,4
2772,5
2773,1
2774,2
2775,4
2776,4
2777,4
2778,4
2779,3
2780,4
2781,5
2782,5
2783,4
2784,3
2785,4
2786,2
2787,2
2788,1
2789,2
2790,1
2791,2
2792,3
2793,4
2794,1
2795,5
2796,3
2797,5
2798,4
2799,4
2800,4
2801,5
2802,2
2803,5
2804,5
2805,5
2806,5
2807,4
2808,5
2809,5
2810,3
2811,5
2812,1
2813,4
2814,5
2815,5
2816,5
2817,4
2818,2
2819,4
2820,4
2821,5
2822,4
2823,5
2824,3
2825,3
2826,4
2827,4
2828,4
2829,3
2830,4
2831,5
2832,5
2833,4
2834,5
2835,1
2836,4
2837,4
2838,2
2839,4
2840,1
2841,4
2842,2
2843,2
2844,5
2845,5
2846,4
2847,2
2848,5
2849,5
2850,4
2851,3
2852,5
2853,3
2854,3
2855,2
2856,2
2857,5
2858,4
2859,5
2860,4
2861,5
2862,2
2863,4
2864,5
2865,4
2866,4
2867,2
2868,3
2869,2
2870,5
2871,1
2872,4
2873,4
2874,4
2875,5
2876,5
2877,3
2878,4
2879,5
2880,3
2881,2
2882,3
2883,5
2884,2
2885,4
2886,2
2887,4
2888,3
2889,4
2890,5
2891,4
2892,5
2893,4
2894,1
2895,3
2896,2
2897,4
2898,4
2899,4
2900,3
2901,4
2902,5
2903,4
2904,4
2905,2
2906,5
2907,4
2908,4
2909,2
2910,3
2911,5
2912,5
2913,3
2914,3
2915,4
2916,5
2917,4
2918,5
2919,2
2920,5
2921,4
2922,2
2923,5
2924,3
2925,3
2926,4
2927,3
2928,3
2929,4
2930,4
2931,4
2932,3
2933,2
2934,5
2935,5
2936,5
2937,4
2938,1
2939,3
2940,5
2941,2
2942,5
2943,4
2944,4
2945,3
2946,3
2947,5
2948,4
2949,1
2950,1
2951,4
2952,3
2953,4
2954,3
2955,5
2956,4
2957,3
2958,3
2959,3
2960,4
2961,4
2962,2
2963,4
2964,5
2965,3
2966,5
2967,3
2968,3
2969,4
2970,4
2971,3
2972,1
2973,4
2974,3
2975,3
2976,4
2977,3
2978,4
2979,1
2980,4
2981,3
2982,3
2983,5
2984,3
2985,5
2986,3
2987,3
2988,4
2989,3
2990,3
2991,5
2992,3
2993,3
2994,4
2995,5
2996,4
